0.813255556;0.510478609
0.278636413;0.949094868
0.239973038;0.449496586
0.478749565;0.116175652
0.493625806;0.061425347
0.706248277;0.775314314
0.694609821;0.638280558
0.067457574;0.595714609
0.806039009;0.496195437
0.778010716;0.877102715
0.54885479;0.189314217
0.999942971;0.28710908
0.490448947;0.912236894
0.218848038;0.796122776
0.987994688;0.877891781
0.032884632;0.344354217
0.251406905;0.054010603
0.824679023;0.033348301
0.863900115;0.021424919
0.910382947;0.37209375
0.671637204;0.338335759
0.936164555;0.703890605
0.22163219;0.431642585
0.876847783;0.125124162
0.927208379;0.356588146
0.019802265;0.688299423
0.267186712;0.51012277
0.560763806;0.480515004
0.592148084;0.793805141
0.36803346;0.682884084
0.700777193;0.122807845
0.955802099;0.248911463
0.176598195;0.789146761
0.146807662;0.005794165
0.023485159;0.965826052
0.69959101;0.063013647
0.760319977;0.963414739
0.684234749;0.477185846
0.578279986;0.905541357
0.467044997;0.834116077
0.810227596;0.874684366
0.187327896;0.153298701
0.940684343;0.821938435
0.781036856;0.444284009
0.848805883;0.21118092
0.57052962;0.490344816
0.616252096;0.341345583
0.317612453;0.508955827
0.848844542;0.260502951
0.414538587;0.686720084
0.393811699;0.918656716
0.97943577;0.192428812
0.581598807;0.038361475
0.13632397;0.786952342
0.381567088;0.330801473
0.33238927;0.460376779
0.745702346;0.686187855
0.082752105;0.160125591
0.471191111;0.427260194
0.39627123;0.194774609
0.786524012;0.720488989
0.569282014;0.993655175
0.049962603;0.567171232
0.556229955;0.821228827
0.865286696;0.246041761
0.430174506;0.115577623
0.312569246;0.080343123
0.139993553;0.867532552
0.57280478;0.144570904
0.342684509;0.494428565
0.461032059;0.366417163
0.277604805;0.330559975
0.460171402;0.64087906
0.767573673;0.972225389
0.819413363;0.923652592
0.274464269;0.782486336
0.572203827;0.367296387
0.3389287;0.104097353
0.323706803;0.339096951
0.677795499;0.800824801
0.082059761;0.646696743
0.473837695;0.157848553
0.673356382;0.699864634
0.440560763;0.525410528
0.822256816;0.882294488
0.960101557;0.755958188
0.328744376;0.692266063
0.889430088;0.420567999
0.869069121;0.765675675
0.633001669;0.201339025
0.290409385;0.101281571
0.302911055;0.679273023
0.009415688;0.041846575
0.300391829;0.713435365
0.311084455;0.772406377
0.32146363;0.758653828
0.269669675;0.779183799
0.856149077;0.071224531
0.182665595;0.795532351
0.549900358;0.643972438
1;1
1;0.66
1;0.33
1;0.01
0.66;1
0.66;0.66
0.66;0.33
0.66;0.01
0.33;1
0.33;0.66
0.33;0.33
0.33;0.01
0.1;1
0.1;0.66
0.1;0.33
0.1;0.01
0.01;1
0.01;0.66
0.01;0.33
0.01;0.01
